,sentiment,tweet
21239,1,like
21240,0,i need separate sister today role evil aunt played
21241,1,done photo album good person make quite private pity Ben aha
21242,1,whew hew chuck although gloomy today much better day
21243,1,watching shows i missed elliptical love
21244,1,hey bye bye fun robotic live
21245,1,followers congratulations
21246,1,you let know goes
21247,1,thanks
21248,0,morning Monday sigh trying positive outlook day difficult already
21249,1,in two months something fink prom really excited contact
21250,1,smooches well great day
21251,0,bad you always change profile pix
21252,0,time hit study notes prep exam
21253,1,oh wow really good i think going use one
21254,1,least done
21255,1,actually are going June office colleagues paid company
21256,1,start new week tons new photos take edit ya
21257,1,gonna wear new purple converse today
21258,1,hearing songs brighten day always makes me grin
21259,1,yeah got plenty great fans and Spain you come play gig
21260,0,i saw
21261,1,glad hear okay could really hurt sounds is couch okay
21262,1,proud loves the carpenters
21263,1,despite rain fantastic day
21264,0,damn must morris ons
21265,1,thank
21266,1,wow sleep eyes open tis amaze lie
21267,0,too far go unless prize millions we know wins
21268,1,great thanks looking client maybe i use gonna try
21269,1,well got did get books
21270,0,you ain't lost right
21271,1,very proud son found offered unconditional place music college
21272,1,does show count that would midnight show Thurs night free morning
21273,1,thanks follow
21274,1,
21275,1,i fake fascination like because longer pretend like
21276,1,thanks hope good one
21277,1,def cheese onion however back states months finding bag salt vinegar tasted great
21278,0,photo
21279,1,going workout swim fun
21280,1,going bed night night xx
21281,0,yes i know school reports would say must much better ah well time huh
21282,1,i glad hear OK without would rename show just friends
21283,1,had great weekend good mood even mind work morning
21284,1,i would never thing the thing awesomeness minute walk work
21285,1,hey song i would like listen
21286,0,AP associated press there many global news agencies like
21287,0,wishes bank holiday could radio afternoon least another week come ideas
21288,1,aha also look amazing fun
21289,1,eat sleep draw part neuroanatomy test after i part neuron
21290,1,were parade yesterday powder horn guessing Ava Bella similarly mesmerized whimsical fairness
21291,1,welcome they beautiful snow leopards
21292,1,people today Judd
21293,1,rest earlier good health so i say good tine
21294,1,lemme guess ran miles gym waking kids going beach recording studio
21295,1,let know goes babe good luck
21296,1,rare seriously they sud take sperm ND clone yr old single guys
21297,1,big hug for you
21298,1,just best shower ever still completely deaf one ear getting used gonna watch women
21299,1,you take David lag i want Danny tom
21300,1,picture never happened
21301,1,happy Monday wishers passing coffee
21302,1,evening
21303,1,discovered sharing reader even know sigh reader nob
21304,1,oh yea spacers boy hooked page looks keel least think took minutes
21305,0,studying Colette
21306,1,trance awesome working dances
21307,1,then need plenty quizzes get work day
21308,1,in arch drawing checking cad degree looks good
21309,1,putting new consultants work week good feeling congratulations offers
21310,0,puke in my mouth brilliant response jazz in my pants over top wrong
21311,1,waiting may go see Hannah Montanan movie
21312,1,true because dirty thoughts well also dude huh happy XOR
21313,1,wow leave face book alone weekend get new notifications whew
21314,1,happy crepe
21315,0,mm middle day work jazz would help
21316,1,just amazes heck still INTERNET thing
21317,0,leaving community college bang
21318,1,getting ms asking i fell past days i sick better i appreciate concern game on
21319,0,i know mean my little dog sinking depression wants move someplace tropical
21320,1,big thanks melody gotta love cit
21321,1,thats smack middle exams mention guys though
21322,1,then might enjoy one
21323,1,thanks mascara input appreciated
21324,1,oh yeah camera clipping problems void completely fixed ya fiddling
21325,1,OK sounds good here
21326,1,oh nice going
21327,1,updating twitter moms page quite different regular twitter
21328,1,mm know today because done school feel great
21329,1,i imagine i know i love hearing novel awake will continue hopefully
21330,0,for sure continue tweet while con call while worrying cat bee
21331,1,lets get rich give everyone nice sweaters teach dance
21332,1,morning workout ssh love life
21333,1,heart heart boy all good stuff promise bit smitten fucking loves av haw
21334,0,the gray hat python book reminded many security tools python version specific pain need use
21335,1,yeah like purple maybe thats happy
21336,1,happy morning sunshine may driving windows singing smiling wearing shoes Kirsten
21337,1,ya
21338,0,splinters look painful heroic saving rm pickle
21339,1,has finally mastered art uploading photo said twitter you longer assume heifer
21340,0,finished Marilyn Manson book wow he colorful colorful black life
21341,1,gonna go work honey today so exciting
21342,0,thinking new oh yes bankroll stays bit yesterday i whine bad beats
21343,0,the cats gone all
21344,1,next single hey lady OK million dollars
21345,1,rest important like everything else
21346,1,ha ha game like games
21347,1,aha wash feet go bed mommas boy
21348,0,i hope many new followers around Sydney Australia welcome tweets anyway
21349,0,hay finally got one oh good luck finals today
21350,1,morning tweets sky i going start day right shopping then park
21351,0,i heard yellow light maybes put great show Saturday sorry i missed cheek
21352,1,back driving back bed
21353,1,she
21354,1,yep three things good haircut ability listen value taking seriously
21355,0,i hear you i barley keep followers i currently its tough mobile device
21356,0,applying part time jobs hopefully someone needs help AP
21357,0,looking forward short work week followed Clemson
21358,1,sleeping sounds good goodnight babies cuddle everyone
21359,0,inlet guff driver situation much better recent upgrades kernel driver git suspend working fewer men leaks
21360,1,thank you
21361,0,hey thought tweet say hi i much write theres space little box here damn
21362,0,i use external track ball laptop again seems excessive totally efficient
21363,1,good know time la time difference good morning ya
21364,1,sorry hear Davids cooks brother you actually David Ireland loves you
21365,1,back great weekend buffer
21366,1,love watching YT videos really looking forward seeing collection div
21367,1,i used love awesome i knew experience last night
21368,0,thanks everyone praying president Aquino
21369,1,salivary gland fem little flies way Alison Rama queen oh brain hurts new brain growing
21370,1,mike bring even tho really late get morning
21371,1,ya i knew like i shut
21372,1,good morning all hope everyone well Monday thanks follower recs i blessed
21373,0,swine flu some family came back Mexico staying far away feeling much better thanks jay
21374,1,the world amazing
21375,1,enjoy Nola definitely one favorite cities world please signet chocolate
21376,1,thanks follower recommendation actually though
21377,1,man really hoping i finish good versus evil contest entry time looking pretty good far
21378,1,really come Ireland time love
21379,1,see Hannah Klein looking good today
21380,1,good morning everyone
21381,0,done classes packing Atlantis i hope
21382,0,coyed MTV movie awards mostly twilight slum dog
21383,1,i bored really Redd converse i love converse
21384,1,safe flight
21385,1,yes everybody love German fan follow
21386,1,pub lunch going daughters tea life good
21387,1,cf back dear
21388,0,really hard give chocolate reading does chocolate count food
21389,1,jeez i think look a lot prettier without make
21390,1,brilliant may fourth stairway star wars
21391,1,loved comment flashcards old school
21392,0,bad i drink but Kentucky cool friends lived cinch i driving across existence every wend
21393,1,added minutes morning sleep cutting useless today show feels nice
21394,1,ya day i call see i got job i is happy even though i slept horribly so drained
21395,1,love latest journals i finally joined twitter came say hi
21396,1,off work
21397,1,good morning wishing everyone great week
21398,0,long men page intra day trading dummies book
21399,1,thanks follow
21400,1,
21401,1,ha nice German gonna get counting gibberish
21402,1,happy star wars day
21403,1,thrilling time ads joyride road trip nice driving pie Paulo
21404,1,honor
21405,1,yeah
21406,1,right girl
21407,1,beautiful morning mountains
21408,1,cute dress hyped
21409,1,i parked sf yet ticket
21410,1,nipple spread applicator eh perfect looking thanks
21411,1,good morning twerps going awesome Monday i already tell even in box clean
21412,1,catching tweets i saw promo new blog i knew immediately would title
21413,0,i know want easier please happy i glad mentioned
21414,1,we want pictures proof though
21415,1,hey pretty good sucking daughter exactly glad see i alone good luck mom
21416,0,john i bought four boxes
21417,1,good morning
21418,0,yeah want know
21419,1,requested date guest honor
21420,1,oh yeah seem ages got watch soon thanks reminding
21421,1,made day
21422,1,subway going get subway love ate often new Zealand
21423,1,happiest birthdays chat
21424,0,cannot really anything i
21425,1,last award ceremony
21426,0,my windows open cold Ahab
21427,1,grateful kids also like textbooks tool sole means education
21428,1,yet would love though i keep missing time reason fun
21429,1,happy Monday well after great festival weekend i lots soap make order put
21430,1,books complaints plus book voucher
21431,1,beautiful eyes
21432,0,hell tunes music library even bipolar
21433,1,pilot baby burning cannot stress much line works
21434,0,worry though fine
21435,1,sew ready beautiful day
21436,1,feeling little sleepy been reading Gunter grass wonderful tiny print eyes done
21437,1,thanks remembering
21438,1,and cod
21439,1,good i hope wonderful experience
21440,1,sleepy i was late testing nice boy making date plans next weekend
21441,0,yo name grill
21442,1,i agree i danced dad kind generous wedding huge fan
21443,0,definitely offended messing around various twitter paps strange things keep happening
21444,1,go girl
21445,1,back oat last lex a lot question marks head but thank god tips should able pull trough
21446,1,thanks almost
21447,0,got
21448,1,yes you
21449,1,good mood see smiling
21450,1,at least breakthrough performance tho i wanted nominated category
21451,1,time get educated hope great start Monday morning
21452,1,vats the insiders
21453,1,go girl start day right gotta love
21454,0,thanks i alt festival committee really hope public speaking event soon enjoy alt
21455,1,OK i love big buff tatted preferably Christian men strut fluffy dogs optional
21456,1,not problem i loved idea course photos perfect
21457,0,man great sense humor Keven dacha
21458,0,ethereal was main preoccupation now preoccupation hum schizophrenic
21459,1,see
21460,1,sounds pretty sweet must loving yeah man sounds cool keen
21461,1,OK spent like soundtracks galaxy class starship eve on line sigh
21462,1,Heyerdahl happy star wars day watch don Friday movie
21463,1,Ryan baby pullover xx days Rayleigh baby Lyme cont wait
21464,0,yo wake ass go work go get paper you ain't sick lie
21465,1,having fun kiss isn't bowling kiss xx
21466,1,happy star wars day happy hid uncle lee
21467,0,i know i give stroke every time i go getting mad quietly windows rolled
21468,0,at school blah ya getting phone august
21469,1,amazing jockey saw Clydesdale commercial loved
21470,1,this great i found star wars day may have hugged wok today
21471,1,good morning sweeties today i rested Richmond ready hit beach
21472,0,yes i hope show i promoted clean Bella
21473,1,lost cost total plus nutshell like peanut butter mixed chocolate goodness yum
21474,1,i love brewing ideas great things always come keeping fingers crossed
21475,1,all new implementation test discovery unit test this time loader good start i think
21476,0,shower class more class taking care writing like tomorrow
21477,0,well hopefully rest day gets better
21478,1,i playing around trailer when writing course looks good i need release date
21479,1,woo hew time play name that twine
21480,0,watching all kings men it pretty good far
21481,1,we need simple
21482,1,morning happy Judd
21483,1,excited cake class tonight nerd
21484,1,back reality tomorrow but i think i dig cigar smoke good one yes bought boxes good ones
21485,0,sitting threw boring bits titanic waiting good bit start couple hours
21486,0,thank i hope saw one i posted wonky color thing happening
21487,1,Hannah yes i
21488,1,there good atoms i decided stay closing funny
21489,1,well impressed technical skill
21490,1,surprise Hannah wee going bit watching Hugh interview Oprah
21491,1,days i start moving
21492,1,wish could come Windows hours away dream meet XOR
21493,1,coffee time back later kisses
21494,1,i love Martina McBride love song
21495,0,slaying dragons rescue innocents could good life movie make sure take camera film
21496,1,close hopefully figure eating nothing cookies week tho
21497,0,commissar days alt dam just saw updates net website looks awesome
21498,0,hey Perez good luck well still planning big present given mom love mom
21499,0,i go see Edinburgh happen though aha yr lucky and fun xx
21500,1,thank i know
21501,1,thanks glad like
21502,1,oh crazy kids stress try reffed reffed followed acceptance works wonders rest world
21503,0,hyper jumping everywhere disgusted lets let Friday Sweeney Todd cinch DE mayo IL parties
21504,0,never good blending
21505,0,encourage got years stuff regret
21506,1,haw well least top magic happens today good day worries
21507,1,great thanks Hun the family thing wend weeks today hit USA cannot wait
21508,0,aha nope alto train back lids i booked hour early let change sad
21509,0,feel esp know you ain't done wrong you
21510,1,today good day take lots naps
21511,0,thinking magnetism spiritual equilibrium my alcoholics way words
21512,0,glad wondrous belting mine quiet yet sync season miss
21513,1,haul div photo sideshow i fun
21514,1,i like wearing kiddies clothes makes breastplates look big stuff
21515,1,in whim park swings victory mine right
21516,1,school school school today seems like going great day
21517,0,i think time take shower get ready day i hope go shopping mason today i want new clothes
21518,1,last day macs friends family sale going shopping meet mortgage broker
21519,0,Nicklaus i mad i missed VA last night i gonna snatch make wife mini
21520,1,ready learning today twilight time
21521,0,glad hear do busy day today
21522,1,aha pix wrong aha one correct
21523,1,good luck interview
21524,1,well la decent weather tell happening future
21525,1,want survivor
21526,1,hi Katie just signed how sweetie
21527,1,really awesome love i work bulkhead church i love around
21528,1,man Monday sucks what i give rich beach bum diving tropical lagoon every day eating fresh fruit fish shh
21529,1,good morning tweeters happy Monday grab big cup coffee new week
21530,0,good morning twitters i sew tired i really need stay twitter shit taking life
21531,1,great social network sites still growing
21532,0,hi love OK trying get threw finals going death
21533,1,aw thank i suppose good thing since means tweeting
21534,0,watching girlfriend get whose lime green towel bad Mohawk Kidd
21535,0,book train tickets Friday
21536,1,may
21537,1,am tarot thank much
21538,1,happy birthday amber hope great one far away thirty shh making us res feel sad
21539,0,i plan transform bedroom today random
21540,1,yeah truer cannot wait till tour did comes tour epic happy backstage material hilarious
21541,1,show me show me
21542,1,man jewel amazing uncovering little truth hiding surface thanks
21543,0,good morning scary world
21544,0,sorry bad night hopefully workout updates gave little humor night
21545,0,i wish i friend chiropractor
21546,1,i love find lot easier content spottily add like
21547,1,welcome there i added already
21548,1,keel sounds good will wait thanks
21549,0,may fourth oh come one actually spelled yet
21550,1,ala yellow
21551,0,i find Mondays busiest days i come work things because boss works weekends
21552,0,yes i saw village restaurant village square sign reads digestifs
21553,1,on operations conference call great peeps team make Mondays bit easier handle
21554,1,good morning sunshine least work pewter go faster
21555,1,one favorite relaxing songs wake good morning
21556,1,plait an KO mahout plait an fated love
21557,1,true true writing trying coherent last yrs string narratives meats rotting nicely
21558,1,listening mile Cyrus breakout CD love
21559,1,actually gets rid bacteria thaw nicely
21560,1,loves Agustin happy morning moods
21561,1,morning peeps if need get know i around
21562,0,i scare no
21563,0,thanks Sankara wishes
21564,1,starting Brinn guess get laptop back cannot use messenger hate
21565,1,just checking say good Monday morning ammo friends
21566,1,aha thanks twitter lot public Cyb presumed
21567,1,got home gym tennis first
21568,1,working ass i completely happy
21569,1,cool fantastic
21570,1,the john Lennon poster my inner fan girl dancing joy
21571,1,Beauregard their optimistic
21572,1,yes reprieve one paper pushed back Friday that leaves three pages due pm even problem
21573,0,nailing preconception zone i awarded
21574,1,booziest weekend long time good fun though
21575,1,photo Perry seriously these make day Hannah i go around
21576,1,new twitter
21577,1,sure hope great morning
21578,1,sq queries display one single deal page oz bargain looks like fun optimizing bad bad pupal
21579,1,if work drop line i would love talk
21580,1,hey thanks follow wow exciting new tweet
21581,1,morning every giveaway mod kid Emma pattern gift cert hip fabric go check
21582,1,short usual awesome
21583,1,realized followers hey guys
21584,1,almost completed groundwork paper pile
21585,0,back weekend working yard open laptop thankful
21586,1,thanks shown love
21587,1,may be
21588,1,glad see still around
21589,1,welcome twitter
21590,1,cute girl finished timing that fool editing stage waiting spot translation
21591,1,i right worry
21592,1,thank
21593,0,whole body sore moving hundreds pieces luggage last weekend guess i visit gym often
21594,1,today got pop loves ITT aha kiss
21595,0,found Rollo got happy mm guess really need inserted back matrix
21596,1,lovely profile website very neat love gray ticker
21597,0,hello Hun things going tell
21598,1,shh meetings thanks rimer
21599,1,i feel like drunk right
21600,1,found Rollo got happy mm guess really need inserted back matrix
21601,1,getting ready launch pod cast chapter turning left Albuquerque morning i know excited i
21602,1,what kind help need machine embroidery i may Bea able help
21603,0,wow great promo orbicular English translation somewhere Norwegian good
21604,0,doubtful going
21605,1,hitting fairly empty shops Orlando off downtown Disney later
21606,1,right strapped ready go
21607,1,even though already Monday thanks follower complements know
21608,1,back mountains
21609,1,paid bills we get water electricity another month woo
21610,1,new twitter new supernatural day old dist ordered season seen good random laster
21611,0,i know star wars day
21612,0,see never got kyle see i must taste
21613,0,tempted say twitter best thing since sliced bread togs
21614,1,she says gives excuse sleep bed different sizes i would switched
21615,0,i home i hate school now going something fun i boring i want something eat soon back
21616,1,just calorie shortbread cookies handful popcorn breakfast think give energy
21617,0,big sugar yet another bandwagon i late get next bbl reunite kind like odds
21618,1,well obsessed i watched first one last night glorious get wand
21619,1,thank love
21620,1,great day
21621,1,office business needed get away
21622,1,son plays pitcher catcher beautiful weather past weekend baseball i exhausted
21623,0,supposed bug fixing twittering good enough twitter work bug fixing go
21624,1,dancing pirouette ballerina hugs morning awesome rudder
21625,1,finished doing fake Tann sitting drinking coke and watching ink heart
21626,1,actually post shows know happens overflow
21627,1,thanks made morning
21628,1,new friend mm tell
21629,0,totally addicted farm town frankly fun fixing laptops studying diseases kill us
21630,1,miss world ICC meetings fun beginning
21631,1,problem keep coin
21632,1,congratulations
21633,1,hey sending Florida sunshine way super tramp raining again
21634,0,super tired probably could sleep all day but i work today tool rental oh joy
21635,1,thanks merrier
21636,0,back NYC convinced moving els fall
21637,1,i tunes playing one songs came
21638,1,about lock in getting better staying
21639,1,wow awesome review carry everywhere laminate read plain cool
21640,1,true poetic beautiful
21641,1,mommas day may forget something nice mommy
21642,1,read another ecology book two hours good fun today
21643,1,aw thank nice replies its different scary made feel better
21644,1,cakes sure look good took one OK mum good ts
21645,0,filly played yet you something please
21646,0,zings so i think dist bat done being girlfriend leaving leaving dist love cm
21647,1,shame next time hon yeah tea Thursday would delightful thanks bes test sis law kiss
21648,0,i guess technically i still pregnant months ago just Alex instead Elizabeth
21649,0,welcome kiddo picture love shades
21650,1,happy birthday mommy
21651,1,thanks still passing around germs surviving have i missed anything
21652,1,awesome run report did see bald eagle lighthouse that hangout i last ran discovery park
21653,1,good morning
21654,1,we looked apartments weekend found one like hubby going today try rent one apartments crossing fingers
21655,1,elm job fun
21656,0,joined twitter really understand use
21657,1,aha i love the way you put it he lifts feet ground spins us around makes us crazier
21658,1,will
21659,0,check song time lose enjoy i promise
21660,1,oh baby picture try convince still cute heehaw
21661,1,act like impressed
21662,1,if sure enjoy
21663,1,happy star wars day may
21664,1,bed def beat gym morning still snuggling spike
21665,1,chilling was sup yo Cali day started you are you good day ya dig
21666,1,thank much that nice i happy hear voice really started something good ox
21667,1,very cute miss puppy school time
21668,1,ah easy i received new link Reggie rig
21669,1,just wrote worlds show followers get feed soon mine see first
21670,1,hey peoples hate grounded aha sat eating apple watching death note anise
21671,0,desktop win boot time laptop sad win boot time sad desktop arrives days
21672,0,kind glad i never started kings one less thing upset
21673,0,wishing i somewhere else besides worry dampen day neither rain
21674,1,big damn deal have fun
21675,0,another week another or change discussion
21676,1,totally got happy think awesome
21677,1,true keeping eye aren't tech savvy alright thus far
21678,1,listening
21679,1,at school krone class good day
21680,1,not pretty but one hell show non less
21681,1,happy nurses week first one
21682,1,moving today excited
21683,1,yeah better ads it makes look part content rather blatant adverts happy
21684,1,back Athens
21685,1,glad one
21686,1,proud crevice Bellini turning well loving smell fresh flowers house
21687,1,yes cannot wait hope VIP passes help since people already camping Hahn
21688,0,good day you cheer tweet even rink
21689,1,cm gt twit fem you please ha great she
21690,0,awe snap jimmy you man hookups too bad far away
21691,1,well minus related Greg kidding
21692,1,sew love song smash
21693,1,Santayana forever Mahabharata
21694,1,call done finals tell you can do it
21695,1,no new diet plan ran late wk ha chance make lunch i ate lot i got HM
21696,1,hilarious acts say little word gummed grosses hub says torment
21697,1,hay WATS
21698,0,mm wassail coated peanuts burns good
21699,1,really i feel special
21700,1,um happy star wars day cheers scruffy looking sheepherders hot
21701,1,thanks everybody wonderful feedback Aprilette
21702,0,disgusted Europe xiv exam studio later though
21703,1,brush teeth eating chocolates right sharing
21704,0,happy star wars day everyone may force Padang Jedi
21705,0,effects definitely look silly doubt worth watch inspire
21706,1,last full week school
21707,1,shopping
21708,1,your welcome Hun they amazing people make sure say hello
21709,1,no evidence no conviction absolutely hilarious makes day every time
21710,1,already good i got meet
21711,1,i loves Jeff Lynne i enjoy sitar work weird to i
21712,1,yeah made twitter
21713,1,call later tell weekend easier phone
21714,1,good part you have to know anyone
21715,1,good afternoon
21716,1,kin great day graham
21717,1,shake shake shake shake shake
21718,0,shh bank holiday slept late going dinner sisters whews real Monica Hahn late IL get cold dinner
21719,0,got translation offer today say even though German simple computer stuff mostly couple hundred words
21720,1,hope enjoy music boat cruise what tough job aha
21721,1,silly
21722,1,the seat nice place go
21723,1,Aisha office nothing tweet aha fun
21724,1,testing hey i gotta add someone follow
21725,1,ah so seen either way get experience fantasy sound shock waves vacuum space he
21726,1,i cannot wait home snuggle puppies finance
21727,0,ahas dam tried NW got exam know much get fun today pro sch friends happy
21728,1,i happy eve early day quiet he drove night sleeping
21729,0,gush someone payed last subscription
21730,1,listening la la land love
21731,1,whew hew congratulations getting
21732,1,getting ready meet laura than training even sick
21733,1,okay yesterday good went food shopping cooked chicken tacos bakes cookies now i back work
21734,1,wow many bookmarks spent good hour organizing
21735,1,i think i got fixed woo hew
21736,1,just wanted give quick welcome thanks i follow following looking froward tweeting
21737,1,good luck first day
21738,1,just finished first workout Jillian Michaels making cut program feeling great hopefully eating good
21739,1,kl i drink
21740,0,make sure practice hooping today
21741,1,apple done impressive things almost year old mac book except i poured coffee keyboard
21742,1,key stating work gayness
21743,1,having Indian food middle wales typical huh
21744,1,excuse night shifts got orphan lambs local farmer cheated
21745,1,OK album start after listening frank black years i found used play pixies
21746,1,eh really nice girl how miss you
21747,1,lightest cleanest precise far know fastest engine around
21748,1,thanks yes sudden downpour seem rather freakish is really end summer Philippines
21749,0,awe sorry hear bad time remember shall pass
21750,1,just picked copies printed brochures i Birch so excited
21751,1,pugged ready go device updates feel free bombard time time actually get something done
21752,0,people street NY waiting Friday crazy Brooke
21753,1,fine also way early sew are dogs jut def want pit
21754,1,amazing dads put linnet list based trash potential inherent titles
21755,0,school wouldn't suck time
21756,0,berg damn Monday must always come decent weekend new glasses hair color got carded game stop awesome ego boost
21757,1,thanks thought might want flower today
21758,1,you main me horny
21759,0,the phones lit like Christmas trees go work people you get everything done Monday
21760,0,happy star wars day will week
21761,1,yes really time day xx
21762,1,waking working happy its gonna great day today i see sore running yesterday
21763,1,listening on line radio oldies
21764,1,cherry Italian ice gave i want get local sitar twitter send daily flavors
21765,1,wool time top cote
21766,1,says live journal doom Dee doom OK back work
21767,1,yes read many times
21768,1,apparently today happy star wars day suppose say may
21769,1,aha may here i might imported love heat love playing football hot day
21770,1,text mate crashed first time months not bad actually text mate
21771,1,can someone chemic
21772,1,big boss week small ya free lunch office today big ya
21773,1,soak hot water boiling pull right
21774,1,great idea
21775,1,nobody better not even half good
21776,1,i like
21777,0,sew scary be careful we one Kirsti
21778,0,good thanks and sorry little busy moment
21779,0,said dime cannot wear converse dress oh baby dime
21780,1,ya you so proud even sarcastic even though told shut fuck
21781,1,feels way items shan't grapes strange true
21782,1,yeah planning actually got Kinnickinnic discount card going splurge just worried overwhelmed
21783,0,definition seniorities me about go chem ii calculus not good classes feel like slacking
21784,1,i got jag shirt mail i love see Saturday
21785,0,got send email little bit lot say
21786,0,i think forgot couple exclamation points
21787,0,fucking awesome bookmark
21788,1,it going beautiful day
21789,1,that funny thanks sharing i needed laugh
21790,0,thats OK cheeks pass chill
21791,0,have grand babies today month old twins month infant i love every minute
21792,1,shh ya gonna get
21793,1,kw man ND homework went Hanna Montana the movie yesterday xx happy mayday xx
21794,1,early start today more rain miles
21795,1,guess INTERNET house raises hand and dial
21796,1,i lamb meeting it fun and sunny ya i play horses afternoon clap clap clap
21797,0,oh raining haste it great violin lesson
21798,1,thanks funny because true
21799,0,trying figure perfect way leading principled life
21800,1,lay pool take nap agenda day
21801,0,mum bat comment like like
21802,1,just got back work OT an Raman new
21803,0,i wish going saga
21804,0,check flayer designed notary retrograde let know think
21805,1,shout Jeeves thank first follower twitter
21806,0,i officially resigned never knowing rink means
21807,1,high dry goon ice cream best friend
21808,1,thanks i try boarding
21809,1,nice yo live friend
21810,1,yes really back i wait day arrive finally gale back pews
21811,1,tonight the news center kick week long look great summer getaways northland miss
21812,0,now following ah ha love luff
21813,0,you rub
21814,1,yep live learn
21815,1,good morning today end early woo gonna work surprise project due on Tuesday
21816,1,loves half even days ors jazz band daddy
21817,1,wishing happy Monday wonderful start week make good one
21818,1,good attitude
21819,1,good day the lake mirror kids happy i get clean cabin today err two outtake three bad
21820,1,glad got laugh
21821,1,thank new first time japan dog customers twitter spreads word we like new customers
21822,0,hey costar
21823,0,Monday morning puzzles
21824,1,well good morning i took exam think i good
21825,1,so jealous love see Ella show fact i think stream right
21826,1,oh really want see Coraline seems really good
21827,1,name brands dairy even called dark try get hello veggies store
21828,0,makes realist doomed humanity USA
21829,1,my son back school today feeling much better he sick stop eating
21830,1,hi everyone hoping good week
21831,1,bye wolverine soon oaf Hugh Jackman tell ya scratch anytime happy
21832,1,played electricity festival the custard factory last night unreal atoms right till end glad played last set
21833,0,hi gov how
21834,1,listening song shattered Tanisha deli
21835,0,cheers will look later hopefully get sorted
21836,1,supernatural mega good now bed ugh long day school tomorrow kiss
21837,1,today i plan taking music history final catching movies movie theater
21838,0,well praise lord good moods knew need work thighs dark clouds scaring
21839,1,love thy self keep simple learn tie chi those aims today beat ankle less swollen i negotiation vacation
21840,1,day new beginning
21841,1,TA much happy birthday
21842,0,my pleasure i really enjoy random word poetry disappointed i miss participating
21843,1,celebrating birthday today
21844,1,good luck tonight fun
21845,1,cannot wait definitely going amazing Michelle
21846,1,she lives you twitter quiet race recovering celebrating PS fem marathon wow
21847,0,little bit good news
21848,1,certainly cheers huh
21849,1,ya phone goodness fun
21850,1,hi Susan read blog really good i look forward tweet updates
21851,0,goodhearted no karma Monday this android i looking but
21852,0,in case one gave heads at put phone application account management my wireless love see review
21853,0,virus hunting computer always wondering destroy
21854,1,rain makes good study day almost done
21855,1,come back horse riding brilliant day
21856,1,morning sunshine
21857,1,nothing sweeter your
21858,1,relief i feel better knowing hereditary have fun
21859,0,if carry childhood never become old subverter
21860,1,i love eat chicken would i cannibal chicken
21861,1,nice meet best bringing along
21862,1,looking forward new album
21863,1,feeling really good performance AP government politics exam morning going lunch Krista
21864,1,this weekend i started healthy lifestyle diet see goes keep ya posted progress
21865,1,eating Cheeto morning
21866,1,nice i will
21867,1,morning hope super day enjoy
21868,1,silly Wendy you know i speak French hours study ride begins
21869,0,oh wow daisy too cute words
21870,0,never noticed right guess heart always dreaming travel
21871,0,need get inlet based mac impacts dual core versus quad choice latter probably better visualization
21872,1,Maddie starts working watch out world
21873,1,someone said wolverine feel like watching right now back business proposal yuppie
21874,1,done classes freshman year
21875,1,i spell name Alyson lay short we spell best
21876,1,shanghai also really exciting precisely skyscrapers galore good twerps china sh bk
21877,0,i think sandwiches something like ham cheese
21878,0,what i oh yeah apple juice rebel
21879,1,know pretty though
21880,0,listening future roomies speak chapel
21881,1,he when i moved house Pius pep rally cheering band
21882,1,ten minutes shopping dime around dime enemy lines seen titanic trailer really good
21883,1,happy star wars day may the be with you
21884,1,happy Frankie back France xx
21885,0,yes she wants cookie so do i especially that one that Archie got from cookie RP mark date
21886,1,good luck final
21887,1,it drink trainer brand look
21888,1,says happy day to all the moms out there
21889,1,i love two favorite shows acronym
21890,0,yikes harmless really just want some attention from Brody
21891,0,just hoping OK sincerely concerned
21892,1,awe glad know little sweet lei good thanks updates Howie
21893,1,ya couch couch
21894,0,going lumberjack party
21895,1,currently munching baby carrots mom mom mom mom
21896,1,aha exciting Wat look like
21897,0,i honestly hate i said people sometimes sorry main ass anyone
21898,1,awe thanks
21899,1,thinks chg wonderful
21900,1,watching African music show tel loves ITT
21901,1,seen the fifth element makes super green lot funnier
21902,1,excellent Chiang Mai definitely possible next vacation stop thanks info
21903,1,and crazy gone
21904,1,take mum jewelery shopping coffee mothers day
21905,0,packing Florida liquids rule oz flown year
21906,1,show time baby bye bye tweeters
21907,1,well would seem enter nine individual without assn tin an according apple hurray
21908,1,i watched i want win put good fight
21909,1,alive go the notebook make cry stuff
21910,1,saw yesterday pretty good
21911,1,am i think time bed good night twits happy
21912,1,well feed others mainly shade loving native wildflowers
21913,0,i hope what bey once do
21914,0,Bryna get sing Mic said no no new
21915,0,waiting line beast Matthew i riding
21916,1,thats good know i bet looks like
21917,0,that kids get leave computer unattended company
21918,0,know would love see lies editors believe writers Justinian
21919,1,baby
21920,0,miss too aren't far
21921,1,um you already like nine paintings lemme come finish you
21922,1,sew glad stone creek coffee following i love atmosphere
21923,1,watching cute carpenter guy woo hew
21924,1,Zapata trashcan nachos epic night
21925,0,well know kind guys idiots
21926,1,after seeing star trek i noticed went little crazy lens flare
21927,1,love it you great job
21928,0,awe i wonder get married Shawna Damon cute
21929,1,home yogurt factory love yogurt also hung uncle Lucy
21930,1,there go apparently i properly setting date time twitter response need test
21931,1,the mothers day classic went really well despite cold start
